sale_date,order_id,region,state,category,product,seller,channel,payment_status,quantity,unit_price,unit_cost
2024-10-01,PED-01126,Centro-Oeste,MS,Serviços,Implantação de Rede,Fernanda Costa,Online,Pago,1,2807.81,1146.45
2024-10-02,PED-01077,Centro-Oeste,DF,Computadores,Desktop Business,Bruno Silva,Venda direta,Pendente,5,4519.7,3372.4
2024-10-02,PED-01087,Sul,RS,Infraestrutura,Access Point,Carla Souza,Loja física,Pendente,3,971.73,649.52
2024-10-03,PED-00304,Sul,SC,Periféricos,Monitor 27,Fernanda Costa,Parceiros,Parcelado,3,1399.64,1046.76
2024-10-03,PED-00948,Sul,PR,Infraestrutura,Firewall Appliance,Fernanda Costa,Online,Pago,3,4612.4,3510.98
2024-10-03,PED-01024,Centro-Oeste,DF,Periféricos,Teclado Mecânico,Diego Santos,Online,Pago,2,441.38,247.56
2024-10-05,PED-00918,Sul,PR,Periféricos,Mouse Sem Fio,Fernanda Costa,Venda direta,Parcelado,2,187.44,92.92
2024-10-06,PED-00763,Sul,SC,Infraestrutura,Access Point,Gustavo Rocha,Loja física,Pago,4,1071.72,624.57
2024-10-06,PED-01143,Sul,SC,Serviços,Implantação de Rede,Carla Souza,Online,Parcelado,1,3076.73,1145.99
2024-10-07,PED-00593,Sul,SC,Periféricos,Mouse Sem Fio,Fernanda Costa,Online,Pago,3,186.44,96.66
2024-10-07,PED-00683,Nordeste,RN,Serviços,Consultoria TI,Diego Santos,Online,Pago,2,1960.14,503.88
2024-10-08,PED-00168,Sul,SC,Computadores,Mini PC,Bruno Silva,Parceiros,Parcelado,2,2915.54,2112.48
2024-10-08,PED-00985,Sul,PR,Computadores,Mini PC,Fernanda Costa,Online,Pago,5,3025.33,2024.26
2024-10-08,PED-01182,Sudeste,MG,Computadores,Notebook Pro,Ana Lima,Parceiros,Parcelado,2,4989.38,3927.38
2024-10-08,PED-01202,Sudeste,RJ,Periféricos,Mouse Sem Fio,Fernanda Costa,Parceiros,Pago,3,172.91,100.5
2024-10-09,PED-00084,Nordeste,RN,Infraestrutura,Firewall Appliance,Carla Souza,Venda direta,Pago,3,5154.55,3511.18
2024-10-09,PED-00106,Sul,PR,Serviços,Suporte Remoto,Ana Lima,Online,Pago,1,471.77,123.84
2024-10-09,PED-01264,Sul,SC,Computadores,Mini PC,Diego Santos,Loja física,Pago,5,3056.22,2031.94
2024-10-10,PED-01181,Sudeste,SP,Serviços,Suporte Remoto,Ana Lima,Venda direta,Pago,2,448.1,121.75
2024-10-11,PED-00054,Nordeste,RN,Infraestrutura,Access Point,Carla Souza,Loja física,Pago,4,940.49,636.55
2024-10-11,PED-00523,Centro-Oeste,GO,Computadores,Notebook Pro,Bruno Silva,Online,Parcelado,2,5016.79,3936.1
2024-10-12,PED-00061,Nordeste,PE,Serviços,Consultoria TI,Carla Souza,Loja física,Pendente,2,1808.75,511.28
2024-10-12,PED-00606,Sul,SC,Periféricos,Monitor 27,Fernanda Costa,Loja física,Parcelado,3,1477.27,977.7
2024-10-14,PED-00535,Nordeste,CE,Serviços,Consultoria TI,Fernanda Costa,Online,Pago,1,1868.93,506.49
2024-10-15,PED-00463,Sudeste,ES,Computadores,Notebook Pro,Carla Souza,Venda direta,Pago,1,5087.66,3987.76
2024-10-15,PED-01341,Sudeste,ES,Computadores,Mini PC,Ana Lima,Loja física,Pago,3,3023.15,2171.68
2024-10-15,PED-01360,Sudeste,MG,Periféricos,Teclado Mecânico,Diego Santos,Parceiros,Pendente,5,459.99,245.77
2024-10-16,PED-01165,Nordeste,RN,Serviços,Consultoria TI,Fernanda Costa,Online,Pago,1,1811.44,519.33
2024-10-17,PED-00043,Sudeste,MG,Computadores,Notebook Pro,Ana Lima,Online,Pago,3,5142.47,3882.54
2024-10-18,PED-00432,Centro-Oeste,MT,Infraestrutura,Switch Gerenciável,Diego Santos,Online,Pago,2,1825.84,1194.12
2024-10-18,PED-00703,Centro-Oeste,DF,Serviços,Implantação de Rede,Ana Lima,Venda direta,Pendente,1,3013.38,1090.51
2024-10-19,PED-00621,Sul,PR,Periféricos,Monitor 27,Fernanda Costa,Loja física,Pendente,2,1411.7,1046.96
2024-10-20,PED-00225,Sul,RS,Serviços,Suporte Remoto,Bruno Silva,Loja física,Parcelado,1,489.49,123.04
2024-10-21,PED-01018,Centro-Oeste,DF,Periféricos,Mouse Sem Fio,Gustavo Rocha,Loja física,Pago,5,184.48,95.5
2024-10-22,PED-01191,Sul,SC,Serviços,Consultoria TI,Fernanda Costa,Venda direta,Pendente,1,1897.76,493.14
2024-10-23,PED-00905,Sudeste,SP,Serviços,Suporte Remoto,Carla Souza,Online,Pago,1,477.38,119.33
2024-10-24,PED-01130,Sudeste,RJ,Infraestrutura,Firewall Appliance,Carla Souza,Loja física,Pago,5,4765.09,3568.91
2024-10-25,PED-01121,Sudeste,RJ,Serviços,Consultoria TI,Fernanda Costa,Loja física,Pendente,2,1846.45,530.22
2024-10-25,PED-01186,Nordeste,RN,Serviços,Suporte Remoto,Carla Souza,Venda direta,Pendente,1,470.69,119.11
2024-10-26,PED-00501,Nordeste,RN,Periféricos,Teclado Mecânico,Carla Souza,Venda direta,Parcelado,5,460.36,246.6
2024-10-27,PED-00005,Nordeste,CE,Periféricos,Mouse Sem Fio,Carla Souza,Online,Pago,1,173.42,94.83
2024-10-27,PED-01175,Sudeste,SP,Serviços,Implantação de Rede,Carla Souza,Online,Parcelado,2,2933.17,1135.05
2024-10-27,PED-01195,Sul,PR,Periféricos,Mouse Sem Fio,Diego Santos,Loja física,Pago,4,184.03,98.79
2024-10-28,PED-00473,Sudeste,ES,Periféricos,Mouse Sem Fio,Diego Santos,Parceiros,Parcelado,2,186.19,95.66
2024-10-28,PED-01084,Centro-Oeste,GO,Infraestrutura,Access Point,Ana Lima,Online,Parcelado,3,1067.72,657.71
2024-10-29,PED-00342,Sudeste,ES,Serviços,Implantação de Rede,Bruno Silva,Parceiros,Pago,1,2912.04,1175.26
2024-10-29,PED-00358,Sul,RS,Serviços,Suporte Remoto,Gustavo Rocha,Online,Pago,2,451.82,117.3
2024-10-30,PED-00360,Sudeste,SP,Computadores,Notebook Pro,Gustavo Rocha,Parceiros,Pendente,1,5607.59,3940.1
2024-10-31,PED-00667,Norte,AM,Periféricos,Mouse Sem Fio,Fernanda Costa,Parceiros,Pago,1,190.66,97.87
2024-11-01,PED-00399,Centro-Oeste,MT,Computadores,Mini PC,Fernanda Costa,Venda direta,Parcelado,5,2741.17,2015.22
2024-11-02,PED-00459,Sul,SC,Infraestrutura,Firewall Appliance,Bruno Silva,Venda direta,Parcelado,2,5148.38,3603.34
2024-11-02,PED-00534,Sudeste,MG,Computadores,Notebook Pro,Carla Souza,Online,Pago,5,5494.78,4105.13
2024-11-02,PED-00740,Sudeste,RJ,Serviços,Consultoria TI,Bruno Silva,Parceiros,Pendente,1,1752.89,513.31
2024-11-02,PED-00881,Nordeste,PE,Periféricos,Mouse Sem Fio,Bruno Silva,Venda direta,Pago,5,178.14,96.16
2024-11-02,PED-00896,Sudeste,MG,Periféricos,Monitor 27,Gustavo Rocha,Online,Pendente,5,1471.76,1042.66
2024-11-03,PED-00227,Centro-Oeste,DF,Computadores,Notebook Pro,Ana Lima,Online,Pago,4,5267.39,4016.76
2024-11-04,PED-00623,Sul,PR,Serviços,Implantação de Rede,Bruno Silva,Online,Parcelado,1,3063.6,1170.81
2024-11-06,PED-00217,Norte,PA,Periféricos,Monitor 27,Bruno Silva,Loja física,Pendente,1,1544.91,1027.48
2024-11-06,PED-01357,Nordeste,CE,Periféricos,Monitor 27,Diego Santos,Loja física,Pendente,4,1515.91,1004.52
2024-11-08,PED-00490,Sudeste,MG,Periféricos,Teclado Mecânico,Gustavo Rocha,Venda direta,Pendente,5,444.55,248.32
2024-11-08,PED-00790,Sudeste,MG,Infraestrutura,Firewall Appliance,Fernanda Costa,Venda direta,Pago,2,5247.35,3741.14
2024-11-09,PED-00837,Sudeste,ES,Serviços,Suporte Remoto,Bruno Silva,Loja física,Pago,2,440.24,122.67
2024-11-09,PED-01030,Sul,SC,Computadores,Notebook Pro,Fernanda Costa,Loja física,Pago,3,5088.02,4133.48
2024-11-09,PED-01158,Sul,RS,Periféricos,Monitor 27,Fernanda Costa,Venda direta,Pendente,4,1557.82,1000.68
2024-11-09,PED-01221,Sudeste,MG,Infraestrutura,Switch Gerenciável,Diego Santos,Online,Pendente,3,1784.18,1218.39
2024-11-10,PED-00426,Sudeste,ES,Periféricos,Mouse Sem Fio,Gustavo Rocha,Loja física,Pago,1,191.81,96.92
2024-11-10,PED-01203,Norte,PA,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Loja física,Pago,4,1846.15,1192.05
2024-11-11,PED-00839,Centro-Oeste,DF,Serviços,Suporte Remoto,Bruno Silva,Venda direta,Pago,1,456.19,123.73
2024-11-13,PED-00153,Sudeste,ES,Infraestrutura,Access Point,Ana Lima,Parceiros,Pago,2,979.66,656.17
2024-11-13,PED-00810,Sudeste,ES,Periféricos,Mouse Sem Fio,Fernanda Costa,Venda direta,Pago,5,196.72,98.15
2024-11-13,PED-00926,Sul,PR,Serviços,Consultoria TI,Bruno Silva,Venda direta,Pendente,1,1743.69,492.91
2024-11-14,PED-00057,Sul,PR,Infraestrutura,Firewall Appliance,Ana Lima,Loja física,Pago,4,4874.12,3656.93
2024-11-14,PED-00331,Sudeste,ES,Computadores,Notebook Pro,Carla Souza,Parceiros,Pendente,2,5208.88,4085.15
2024-11-14,PED-00774,Sul,RS,Computadores,Notebook Pro,Gustavo Rocha,Parceiros,Pago,4,5306.51,3827.48
2024-11-14,PED-01293,Sudeste,ES,Infraestrutura,Switch Gerenciável,Bruno Silva,Parceiros,Pago,1,1724.02,1219.26
2024-11-15,PED-00121,Centro-Oeste,DF,Computadores,Notebook Pro,Ana Lima,Parceiros,Pendente,2,5545.97,3836.7
2024-11-15,PED-00641,Centro-Oeste,GO,Serviços,Consultoria TI,Gustavo Rocha,Online,Pago,2,1770.1,503.59
2024-11-16,PED-00272,Sudeste,MG,Periféricos,Teclado Mecânico,Ana Lima,Online,Parcelado,2,441.18,260.34
2024-11-17,PED-00160,Centro-Oeste,GO,Computadores,Notebook Pro,Fernanda Costa,Online,Pago,2,5356.33,3957.43
2024-11-17,PED-00686,Sudeste,SP,Periféricos,Monitor 27,Gustavo Rocha,Loja física,Parcelado,5,1538.01,1028.67
2024-11-18,PED-00483,Sudeste,MG,Infraestrutura,Switch Gerenciável,Bruno Silva,Loja física,Pendente,4,1884.36,1210.67
2024-11-18,PED-01019,Centro-Oeste,GO,Periféricos,Teclado Mecânico,Diego Santos,Venda direta,Pago,4,411.2,245.09
2024-11-18,PED-01088,Centro-Oeste,DF,Periféricos,Teclado Mecânico,Fernanda Costa,Online,Pago,4,424.4,252.88
2024-11-19,PED-00396,Sul,RS,Computadores,Mini PC,Gustavo Rocha,Online,Pago,1,2941.11,2123.73
2024-11-19,PED-01331,Sudeste,ES,Serviços,Implantação de Rede,Fernanda Costa,Loja física,Pago,1,2800.49,1087.37
2024-11-20,PED-00234,Sudeste,SP,Computadores,Desktop Business,Bruno Silva,Online,Pago,4,4343.84,3212.69
2024-11-20,PED-00277,Sul,RS,Serviços,Implantação de Rede,Ana Lima,Online,Parcelado,1,2989.61,1173.5
2024-11-20,PED-00697,Centro-Oeste,MS,Periféricos,Teclado Mecânico,Diego Santos,Parceiros,Pago,1,421.48,267.26
2024-11-20,PED-01081,Sul,RS,Periféricos,Monitor 27,Carla Souza,Online,Parcelado,3,1592.2,961.07
2024-11-21,PED-00757,Sudeste,ES,Computadores,Desktop Business,Ana Lima,Parceiros,Parcelado,1,4373.06,3202.1
2024-11-22,PED-00213,Centro-Oeste,MS,Periféricos,Teclado Mecânico,Bruno Silva,Loja física,Pago,4,413.72,257.15
2024-11-22,PED-00672,Nordeste,BA,Periféricos,Teclado Mecânico,Carla Souza,Loja física,Pendente,3,452.1,259.63
2024-11-23,PED-00862,Nordeste,PE,Periféricos,Monitor 27,Carla Souza,Loja física,Pago,4,1392.16,1036.3
2024-11-23,PED-00864,Sudeste,SP,Infraestrutura,Firewall Appliance,Diego Santos,Parceiros,Pendente,5,4930.07,3693.46
2024-11-23,PED-00910,Nordeste,PE,Computadores,Notebook Pro,Carla Souza,Venda direta,Pago,1,5476.17,3934.03
2024-11-24,PED-00240,Centro-Oeste,GO,Serviços,Implantação de Rede,Carla Souza,Venda direta,Parcelado,1,3070.32,1174.94
2024-11-24,PED-00614,Sudeste,MG,Serviços,Implantação de Rede,Diego Santos,Online,Pendente,1,2709.98,1111.98
2024-11-24,PED-01052,Sul,SC,Serviços,Suporte Remoto,Gustavo Rocha,Parceiros,Pago,1,444.04,122.91
2024-11-25,PED-00112,Centro-Oeste,DF,Periféricos,Teclado Mecânico,Carla Souza,Venda direta,Parcelado,5,440.67,257.38
2024-11-25,PED-00350,Nordeste,PE,Computadores,Mini PC,Gustavo Rocha,Parceiros,Pago,1,2935.21,2054.19
2024-11-26,PED-01097,Sudeste,RJ,Periféricos,Monitor 27,Fernanda Costa,Parceiros,Pago,2,1479.41,984.65
2024-11-26,PED-01253,Sul,SC,Serviços,Implantação de Rede,Fernanda Costa,Venda direta,Pendente,1,2936.02,1159.62
2024-11-27,PED-00014,Sudeste,SP,Infraestrutura,Switch Gerenciável,Ana Lima,Online,Pendente,2,1692.38,1271.76
2024-11-27,PED-00197,Norte,PA,Infraestrutura,Switch Gerenciável,Carla Souza,Parceiros,Parcelado,2,1789.54,1204.45
2024-11-27,PED-00518,Centro-Oeste,GO,Computadores,Notebook Pro,Ana Lima,Venda direta,Parcelado,1,5510.18,4045.89
2024-11-28,PED-01193,Centro-Oeste,GO,Serviços,Consultoria TI,Fernanda Costa,Venda direta,Parcelado,1,1970.5,490.64
2024-11-28,PED-01275,Sudeste,MG,Periféricos,Monitor 27,Carla Souza,Venda direta,Pago,5,1549.86,1008.85
2024-11-29,PED-00664,Sul,RS,Serviços,Consultoria TI,Fernanda Costa,Online,Pago,2,1794.37,521.54
2024-11-30,PED-01103,Sul,SC,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Parceiros,Pago,5,1845.85,1183.2
2024-12-03,PED-00885,Centro-Oeste,MT,Infraestrutura,Switch Gerenciável,Ana Lima,Online,Pendente,2,1898.74,1202.26
2024-12-04,PED-00065,Sudeste,ES,Infraestrutura,Switch Gerenciável,Carla Souza,Online,Parcelado,3,1738.91,1256.96
2024-12-05,PED-00498,Sul,RS,Periféricos,Monitor 27,Diego Santos,Loja física,Pago,5,1501.55,984.81
2024-12-05,PED-01116,Sudeste,RJ,Computadores,Notebook Pro,Fernanda Costa,Venda direta,Pendente,1,5557.36,4015.25
2024-12-06,PED-00827,Sul,RS,Infraestrutura,Firewall Appliance,Fernanda Costa,Venda direta,Pendente,4,4657.63,3439.6
2024-12-07,PED-00128,Nordeste,BA,Computadores,Mini PC,Carla Souza,Loja física,Pago,5,2767.59,2157.66
2024-12-09,PED-00283,Nordeste,CE,Computadores,Desktop Business,Fernanda Costa,Parceiros,Pago,5,4517.01,3285.62
2024-12-09,PED-01340,Sudeste,ES,Serviços,Consultoria TI,Carla Souza,Loja física,Pendente,2,1763.31,506.48
2024-12-10,PED-00052,Centro-Oeste,MS,Periféricos,Teclado Mecânico,Diego Santos,Online,Pago,2,462.42,257.56
2024-12-10,PED-00181,Sudeste,ES,Infraestrutura,Switch Gerenciável,Diego Santos,Parceiros,Pago,1,1773.42,1251.72
2024-12-10,PED-00340,Norte,RO,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Parceiros,Pago,3,1845.48,1282.44
2024-12-11,PED-00727,Sudeste,RJ,Computadores,Mini PC,Carla Souza,Online,Parcelado,2,2884.75,2198.66
2024-12-13,PED-01294,Sudeste,SP,Infraestrutura,Access Point,Gustavo Rocha,Parceiros,Pago,5,950.01,640.07
2024-12-14,PED-00309,Centro-Oeste,MT,Computadores,Notebook Pro,Ana Lima,Parceiros,Pago,2,5431.98,4155.4
2024-12-15,PED-00371,Sudeste,SP,Periféricos,Teclado Mecânico,Diego Santos,Parceiros,Pendente,3,437.15,259.53
2024-12-15,PED-00532,Sudeste,SP,Periféricos,Monitor 27,Diego Santos,Venda direta,Pago,3,1565.98,1044.63
2024-12-15,PED-00731,Sudeste,RJ,Computadores,Desktop Business,Gustavo Rocha,Loja física,Pago,3,4570.95,3261.74
2024-12-16,PED-00347,Sudeste,ES,Periféricos,Teclado Mecânico,Gustavo Rocha,Loja física,Pago,2,450.29,256.49
2024-12-16,PED-00967,Norte,AM,Periféricos,Monitor 27,Fernanda Costa,Loja física,Pendente,3,1588.41,1004.91
2024-12-16,PED-01155,Centro-Oeste,MT,Computadores,Mini PC,Ana Lima,Online,Parcelado,2,2793.35,2099.48
2024-12-17,PED-01065,Sudeste,SP,Periféricos,Monitor 27,Gustavo Rocha,Online,Pago,1,1515.1,981.97
2024-12-18,PED-00735,Sul,SC,Periféricos,Mouse Sem Fio,Fernanda Costa,Venda direta,Pago,4,184.41,95.0
2024-12-19,PED-01177,Norte,RO,Periféricos,Mouse Sem Fio,Carla Souza,Parceiros,Pago,5,187.58,93.56
2024-12-20,PED-01184,Nordeste,PE,Serviços,Consultoria TI,Gustavo Rocha,Venda direta,Pago,2,1783.47,522.65
2024-12-21,PED-01098,Sudeste,SP,Infraestrutura,Switch Gerenciável,Carla Souza,Parceiros,Parcelado,4,1791.09,1275.07
2024-12-22,PED-00247,Sudeste,ES,Periféricos,Mouse Sem Fio,Gustavo Rocha,Venda direta,Pago,4,181.89,94.06
2024-12-22,PED-00867,Nordeste,RN,Computadores,Mini PC,Gustavo Rocha,Venda direta,Pago,3,2803.03,2185.35
2024-12-23,PED-00887,Centro-Oeste,MT,Infraestrutura,Firewall Appliance,Diego Santos,Loja física,Pago,1,5227.01,3488.89
2024-12-25,PED-01278,Sudeste,ES,Infraestrutura,Access Point,Fernanda Costa,Parceiros,Parcelado,2,986.72,614.65
2024-12-26,PED-00051,Sudeste,ES,Serviços,Consultoria TI,Diego Santos,Online,Pendente,1,1854.96,503.11
2024-12-27,PED-00564,Norte,AM,Infraestrutura,Access Point,Carla Souza,Parceiros,Pago,1,1038.93,642.38
2024-12-28,PED-01035,Sudeste,ES,Serviços,Implantação de Rede,Diego Santos,Online,Pago,1,3055.5,1081.91
2024-12-28,PED-01093,Sul,RS,Periféricos,Mouse Sem Fio,Carla Souza,Online,Pago,3,175.99,101.05
2024-12-29,PED-00968,Nordeste,RN,Computadores,Mini PC,Fernanda Costa,Loja física,Pago,5,2769.45,2147.57
2024-12-30,PED-00471,Centro-Oeste,DF,Periféricos,Teclado Mecânico,Gustavo Rocha,Parceiros,Pendente,2,422.52,258.12
2024-12-30,PED-00545,Sudeste,RJ,Computadores,Desktop Business,Gustavo Rocha,Venda direta,Pago,5,4212.01,3378.84
2024-12-31,PED-00626,Sul,PR,Periféricos,Mouse Sem Fio,Carla Souza,Loja física,Pago,5,178.64,101.38
2025-01-01,PED-00397,Nordeste,BA,Infraestrutura,Firewall Appliance,Diego Santos,Venda direta,Pendente,3,5214.79,3655.6
2025-01-01,PED-00787,Sul,PR,Periféricos,Teclado Mecânico,Carla Souza,Online,Pago,4,430.6,268.37
2025-01-02,PED-00410,Sul,SC,Periféricos,Monitor 27,Bruno Silva,Parceiros,Pendente,3,1524.28,1001.25
2025-01-03,PED-00835,Sudeste,RJ,Serviços,Implantação de Rede,Bruno Silva,Venda direta,Pago,2,2999.88,1196.48
2025-01-04,PED-00940,Nordeste,PE,Infraestrutura,Switch Gerenciável,Diego Santos,Loja física,Pago,2,1960.62,1284.26
2025-01-06,PED-00138,Sudeste,RJ,Infraestrutura,Switch Gerenciável,Ana Lima,Parceiros,Pago,2,1802.53,1236.87
2025-01-06,PED-00768,Sul,SC,Periféricos,Monitor 27,Ana Lima,Parceiros,Parcelado,2,1656.57,1056.94
2025-01-08,PED-01023,Sudeste,MG,Infraestrutura,Firewall Appliance,Fernanda Costa,Venda direta,Pago,3,5417.66,3820.21
2025-01-09,PED-00100,Sul,SC,Computadores,Desktop Business,Gustavo Rocha,Parceiros,Parcelado,5,4363.38,3368.84
2025-01-09,PED-00177,Sul,PR,Periféricos,Teclado Mecânico,Diego Santos,Parceiros,Parcelado,5,436.48,263.61
2025-01-09,PED-00408,Sudeste,MG,Periféricos,Teclado Mecânico,Fernanda Costa,Online,Pago,5,450.3,263.86
2025-01-09,PED-00425,Centro-Oeste,MS,Periféricos,Teclado Mecânico,Carla Souza,Venda direta,Pago,5,467.34,265.91
2025-01-10,PED-00959,Sudeste,MG,Infraestrutura,Access Point,Gustavo Rocha,Online,Parcelado,4,1050.05,646.46
2025-01-10,PED-01200,Sudeste,MG,Periféricos,Monitor 27,Gustavo Rocha,Online,Pendente,4,1489.99,1006.33
2025-01-11,PED-00155,Nordeste,CE,Computadores,Mini PC,Bruno Silva,Parceiros,Pago,4,2822.72,2203.9
2025-01-12,PED-00853,Sudeste,ES,Serviços,Consultoria TI,Carla Souza,Online,Pago,1,1794.36,539.24
2025-01-13,PED-00693,Sudeste,ES,Computadores,Notebook Pro,Gustavo Rocha,Venda direta,Pago,4,5284.07,4088.91
2025-01-13,PED-01145,Sul,RS,Periféricos,Mouse Sem Fio,Diego Santos,Online,Pago,2,202.62,97.87
2025-01-14,PED-00322,Nordeste,CE,Periféricos,Teclado Mecânico,Bruno Silva,Parceiros,Parcelado,1,434.9,265.49
2025-01-14,PED-00851,Centro-Oeste,MT,Infraestrutura,Access Point,Ana Lima,Parceiros,Pago,3,1073.2,653.3
2025-01-14,PED-01319,Sul,PR,Periféricos,Monitor 27,Diego Santos,Online,Pago,4,1445.52,1002.71
2025-01-16,PED-00287,Sul,RS,Computadores,Notebook Pro,Diego Santos,Online,Pendente,2,5801.97,4333.78
2025-01-16,PED-00299,Centro-Oeste,DF,Infraestrutura,Access Point,Gustavo Rocha,Venda direta,Pago,1,1121.49,642.61
2025-01-16,PED-00362,Nordeste,PE,Computadores,Desktop Business,Diego Santos,Venda direta,Pendente,4,4898.59,3339.31
2025-01-17,PED-00310,Centro-Oeste,MS,Computadores,Desktop Business,Gustavo Rocha,Venda direta,Pendente,3,4490.38,3554.23
2025-01-17,PED-00759,Sudeste,RJ,Periféricos,Mouse Sem Fio,Ana Lima,Online,Pendente,4,205.03,101.7
2025-01-18,PED-00115,Norte,RO,Serviços,Suporte Remoto,Ana Lima,Parceiros,Pago,1,503.93,123.18
2025-01-18,PED-00246,Sudeste,RJ,Infraestrutura,Access Point,Ana Lima,Online,Pago,4,991.68,655.52
2025-01-18,PED-00679,Centro-Oeste,DF,Infraestrutura,Firewall Appliance,Carla Souza,Loja física,Pago,4,5120.97,3643.86
2025-01-18,PED-00978,Nordeste,CE,Infraestrutura,Firewall Appliance,Diego Santos,Loja física,Pago,3,5001.68,3863.0
2025-01-18,PED-01206,Sudeste,ES,Periféricos,Mouse Sem Fio,Ana Lima,Online,Pago,4,184.04,104.8
2025-01-18,PED-01297,Sudeste,ES,Periféricos,Mouse Sem Fio,Fernanda Costa,Online,Parcelado,2,201.11,100.71
2025-01-19,PED-00602,Nordeste,BA,Serviços,Consultoria TI,Bruno Silva,Venda direta,Pago,2,1808.04,529.59
2025-01-20,PED-00137,Centro-Oeste,MT,Periféricos,Mouse Sem Fio,Fernanda Costa,Parceiros,Pago,5,181.85,102.75
2025-01-20,PED-00185,Sudeste,RJ,Serviços,Consultoria TI,Gustavo Rocha,Parceiros,Parcelado,2,1939.44,541.04
2025-01-20,PED-00338,Nordeste,RN,Infraestrutura,Access Point,Fernanda Costa,Venda direta,Parcelado,4,1020.41,661.71
2025-01-20,PED-00499,Sudeste,SP,Infraestrutura,Access Point,Fernanda Costa,Parceiros,Pago,1,1017.78,677.59
2025-01-21,PED-00216,Centro-Oeste,DF,Computadores,Notebook Pro,Diego Santos,Loja física,Pago,5,5740.21,4176.57
2025-01-21,PED-00665,Sudeste,MG,Computadores,Desktop Business,Diego Santos,Parceiros,Pago,1,4725.37,3319.18
2025-01-21,PED-01247,Nordeste,PE,Periféricos,Monitor 27,Diego Santos,Online,Pago,1,1519.81,1018.07
2025-01-23,PED-00023,Sul,SC,Infraestrutura,Switch Gerenciável,Fernanda Costa,Venda direta,Pago,3,1853.56,1330.71
2025-01-23,PED-00475,Centro-Oeste,DF,Infraestrutura,Firewall Appliance,Fernanda Costa,Venda direta,Pago,2,5011.16,3582.75
2025-01-23,PED-00526,Nordeste,RN,Computadores,Desktop Business,Carla Souza,Parceiros,Parcelado,4,4370.38,3468.37
2025-01-24,PED-00004,Sul,SC,Infraestrutura,Access Point,Diego Santos,Online,Parcelado,4,1054.46,688.47
2025-01-24,PED-00071,Sudeste,ES,Infraestrutura,Firewall Appliance,Fernanda Costa,Online,Pago,4,5000.25,3768.96
2025-01-25,PED-00101,Nordeste,CE,Computadores,Mini PC,Fernanda Costa,Parceiros,Parcelado,2,2985.83,2207.24
2025-01-25,PED-00450,Centro-Oeste,MS,Periféricos,Monitor 27,Diego Santos,Online,Pago,3,1535.55,1054.49
2025-01-27,PED-00086,Sul,SC,Computadores,Desktop Business,Diego Santos,Loja física,Pendente,4,4734.54,3504.03
2025-01-27,PED-00994,Sudeste,MG,Infraestrutura,Firewall Appliance,Fernanda Costa,Parceiros,Parcelado,1,5102.84,3858.59
2025-01-28,PED-00583,Norte,AM,Computadores,Mini PC,Gustavo Rocha,Parceiros,Pendente,5,3178.45,2156.27
2025-01-28,PED-00779,Sudeste,ES,Computadores,Desktop Business,Bruno Silva,Online,Pago,1,4574.28,3356.51
2025-01-29,PED-00650,Sudeste,MG,Serviços,Suporte Remoto,Bruno Silva,Online,Pendente,2,467.79,131.9
2025-01-30,PED-00315,Sudeste,ES,Periféricos,Teclado Mecânico,Diego Santos,Online,Pendente,4,473.45,262.78
2025-01-31,PED-00603,Sudeste,ES,Periféricos,Mouse Sem Fio,Bruno Silva,Online,Parcelado,3,205.41,98.5
2025-02-01,PED-00254,Sudeste,RJ,Serviços,Implantação de Rede,Gustavo Rocha,Loja física,Parcelado,1,2997.79,1177.97
2025-02-01,PED-00327,Sudeste,MG,Infraestrutura,Firewall Appliance,Gustavo Rocha,Venda direta,Pago,4,5446.29,3572.46
2025-02-01,PED-00961,Nordeste,BA,Infraestrutura,Switch Gerenciável,Diego Santos,Online,Pago,4,1914.16,1326.66
2025-02-02,PED-00467,Centro-Oeste,MT,Infraestrutura,Access Point,Ana Lima,Parceiros,Pendente,1,1086.83,664.67
2025-02-03,PED-01047,Sudeste,RJ,Periféricos,Teclado Mecânico,Bruno Silva,Parceiros,Pago,5,440.46,271.97
2025-02-03,PED-01261,Nordeste,RN,Serviços,Implantação de Rede,Ana Lima,Online,Pago,2,2851.85,1220.11
2025-02-04,PED-01384,Centro-Oeste,GO,Serviços,Implantação de Rede,Bruno Silva,Online,Parcelado,2,3126.15,1191.6
2025-02-06,PED-00503,Centro-Oeste,DF,Infraestrutura,Firewall Appliance,Fernanda Costa,Parceiros,Pago,3,5045.36,3669.46
2025-02-06,PED-00734,Nordeste,PE,Computadores,Mini PC,Gustavo Rocha,Parceiros,Pago,5,3200.11,2172.17
2025-02-06,PED-01017,Sul,RS,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Parceiros,Parcelado,2,1791.49,1246.77
2025-02-06,PED-01138,Sudeste,ES,Serviços,Implantação de Rede,Ana Lima,Loja física,Pago,2,3144.32,1154.8
2025-02-06,PED-01326,Sul,PR,Serviços,Implantação de Rede,Fernanda Costa,Loja física,Pendente,2,2816.37,1144.31
2025-02-07,PED-01048,Sul,RS,Serviços,Implantação de Rede,Gustavo Rocha,Parceiros,Pago,2,3047.4,1140.44
